min_price,max_price,count,mean_MAE,mean_RMSE,mean_MAPE,mean_MDAE,mean_MDAPE
3040000,3050000,1,1187924.965034469,1310027.8528368254,28.110107937439277,1456166.1935488116,34.21443123939877
3050000,3060000,0,,,,,
3060000,3070000,0,,,,,
3070000,3080000,0,,,,,
3080000,3090000,0,,,,,
3090000,3100000,1,1373626.745989122,1394812.8837870848,32.463786211901215,1432975.585533259,33.66953913377018
3100000,3110000,1,13015.090160307524,33308.84162721268,0.41883455608166104,2640.062216259539,0.08270871604823118
3110000,3120000,1,14901.395331889871,32491.928791047838,0.4776297763636616,3164.6441847630776,0.09914298824445732
3120000,3130000,0,,,,,
3130000,3140000,0,,,,,
3140000,3150000,0,,,,,
3150000,3160000,0,,,,,
3160000,3170000,1,2220.573307973083,2487.5037275505556,0.06946889748077847,2038.8158732999582,0.06378275843265942
3170000,3180000,0,,,,,
3180000,3190000,0,,,,,
3190000,3200000,0,,,,,
3200000,3210000,0,,,,,
3210000,3220000,0,,,,,
3220000,3230000,0,,,,,
3230000,3240000,0,,,,,
3240000,3250000,0,,,,,
3250000,3260000,0,,,,,
3260000,3270000,0,,,,,
3270000,3280000,0,,,,,
3280000,3290000,0,,,,,
3290000,3300000,0,,,,,
3300000,3310000,0,,,,,
3310000,3320000,0,,,,,
3320000,3330000,0,,,,,
3330000,3340000,0,,,,,
3340000,3350000,0,,,,,
3350000,3360000,0,,,,,
3360000,3370000,0,,,,,
3370000,3380000,0,,,,,
3380000,3390000,0,,,,,
3390000,3400000,0,,,,,
3400000,3410000,0,,,,,
3410000,3420000,0,,,,,
3420000,3430000,0,,,,,
3430000,3440000,0,,,,,
3440000,3450000,0,,,,,
3450000,3460000,0,,,,,
3460000,3470000,0,,,,,
3470000,3480000,0,,,,,
3480000,3490000,0,,,,,
3490000,3500000,0,,,,,
3500000,3510000,0,,,,,
3510000,3520000,0,,,,,
3520000,3530000,0,,,,,
3530000,3540000,0,,,,,
3540000,3550000,0,,,,,
3550000,3560000,0,,,,,
3560000,3570000,0,,,,,
3570000,3580000,0,,,,,
3580000,3590000,0,,,,,
3590000,3600000,0,,,,,
3600000,3610000,0,,,,,
3610000,3620000,0,,,,,
3620000,3630000,0,,,,,
3630000,3640000,0,,,,,
3640000,3650000,0,,,,,
3650000,3660000,0,,,,,
3660000,3670000,0,,,,,
3670000,3680000,0,,,,,
3680000,3690000,0,,,,,
3690000,3700000,0,,,,,
3700000,3710000,0,,,,,
3710000,3720000,0,,,,,
3720000,3730000,0,,,,,
3730000,3740000,0,,,,,
3740000,3750000,0,,,,,
3750000,3760000,0,,,,,
3760000,3770000,0,,,,,
3770000,3780000,0,,,,,
3780000,3790000,0,,,,,
3790000,3800000,0,,,,,
3800000,3810000,0,,,,,
3810000,3820000,0,,,,,
3820000,3830000,0,,,,,
3830000,3840000,0,,,,,
3840000,3850000,0,,,,,
3850000,3860000,0,,,,,
3860000,3870000,0,,,,,
3870000,3880000,0,,,,,
3880000,3890000,0,,,,,
3890000,3900000,0,,,,,
3900000,3910000,0,,,,,
3910000,3920000,0,,,,,
3920000,3930000,1,134015.19070372137,142264.00423365113,3.439117221867332,113214.04593563057,2.878567148121804
3930000,3940000,6,98585.70948686109,110002.22033087461,2.5336351179587786,79035.79058901423,2.009554807755256
3940000,3950000,12,82479.81108023133,93231.26441316532,2.1213578649890947,69480.69090619915,1.766607955916581
3950000,3960000,10,80144.65828995264,90255.06591282226,2.0552771744421596,74464.84074659753,1.8933343693515774
3960000,3970000,1,29189.01773349324,36139.4513319832,0.7464538369610522,31463.443556162994,0.7999858519237985
3970000,3980000,1,940551.4494834429,1287572.5111260312,16.840642889168503,890970.5139523109,16.573190665306093
3980000,3990000,2,1014645.2797368944,1340118.2028744714,18.09359691300864,1706375.0493800365,30.642154159176712
3990000,4000000,5,1035329.452228359,1363793.539581394,18.50246009536996,1741137.203818528,31.198573190363227
4000000,4010000,2,1102889.7453341912,1393903.5201131147,19.692268356850512,1704964.4325497278,30.534722488870393
4010000,4020000,2,1129534.7993281842,1419429.23109427,20.09426135212136,1782469.5308228806,31.49450027729481
4020000,4030000,3,1204015.48698732,1467670.113965176,21.422786577938485,1801397.5588939514,31.71616682585044
4030000,4040000,2,1300421.6093981783,1566107.695069681,23.000376712053495,1910407.974301943,33.404580771147806
4040000,4050000,4,1307273.0782143427,1562171.589122685,23.140991798777257,1894988.6642384562,33.13496527781878
4050000,4060000,2,1345961.1748196937,1578093.3664897368,23.787990450435714,1871729.5183897843,32.728265752575346
4060000,4070000,0,,,,,
4070000,4080000,1,1447892.6705974361,1621232.4675404208,25.618304964785604,1856041.1184244016,32.45394506774614
4080000,4090000,2,1538473.080931044,1724876.0935200644,27.091811378766696,1951184.0958597115,34.11757467843525
4090000,4100000,3,1561896.0552696856,1730111.8920876423,27.513277218646312,1934630.075904349,33.82811813086814
4100000,4110000,0,,,,,
4110000,4120000,0,,,,,
4120000,4130000,0,,,,,
4130000,4140000,0,,,,,
4140000,4150000,0,,,,,
4150000,4160000,0,,,,,
4160000,4170000,1,2012802.1083580812,2013277.1846561835,35.316664525162835,2015139.6044270662,35.23587348185113
4170000,4180000,0,,,,,
4180000,4190000,0,,,,,
4190000,4200000,0,,,,,
4200000,4210000,0,,,,,
4210000,4220000,0,,,,,
4220000,4230000,1,367944.896907039,399542.47336240654,8.390989667207274,349470.2285295008,7.969674538871169
4230000,4240000,0,,,,,
4240000,4250000,0,,,,,
4250000,4260000,1,10356.03881938451,12111.954566488303,0.23616964240329558,11191.777641680557,0.25522868054003556
4260000,4270000,0,,,,,
4270000,4280000,0,,,,,
4280000,4290000,0,,,,,
4290000,4300000,0,,,,,
4300000,4310000,0,,,,,
4310000,4320000,0,,,,,
4320000,4330000,0,,,,,
4330000,4340000,0,,,,,
4340000,4350000,0,,,,,
4350000,4360000,0,,,,,
4360000,4370000,0,,,,,
4370000,4380000,0,,,,,
4380000,4390000,0,,,,,
4390000,4400000,0,,,,,
4400000,4410000,0,,,,,
4410000,4420000,0,,,,,
4420000,4430000,1,383386.83163592505,386931.77999108663,9.192165331253598,394034.93694568984,9.447466599829525
4430000,4440000,0,,,,,
4440000,4450000,0,,,,,
4450000,4460000,0,,,,,
4460000,4470000,0,,,,,
4470000,4480000,0,,,,,
4480000,4490000,1,769918.7118514369,916745.7992154588,18.399066619043488,1018045.3007771061,24.82976758559806
4490000,4500000,0,,,,,
4500000,4510000,0,,,,,
4510000,4520000,0,,,,,
4520000,4530000,0,,,,,
4530000,4540000,0,,,,,
4540000,4550000,0,,,,,
4550000,4560000,0,,,,,
4560000,4570000,0,,,,,
4570000,4580000,1,26537.499576621427,40667.56779966215,0.5763937242073789,12495.822747369763,0.2679666912714394
4580000,4590000,0,,,,,
4590000,4600000,0,,,,,
4600000,4610000,0,,,,,
4610000,4620000,0,,,,,
4620000,4630000,0,,,,,
4630000,4640000,0,,,,,
4640000,4650000,0,,,,,
4650000,4660000,0,,,,,
4660000,4670000,0,,,,,
4670000,4680000,0,,,,,
4680000,4690000,0,,,,,
4690000,4700000,0,,,,,
4700000,4710000,0,,,,,
4710000,4720000,0,,,,,
4720000,4730000,0,,,,,
4730000,4740000,0,,,,,
4740000,4750000,0,,,,,
4750000,4760000,0,,,,,
4760000,4770000,0,,,,,
4770000,4780000,0,,,,,
4780000,4790000,0,,,,,
4790000,4800000,0,,,,,
4800000,4810000,0,,,,,
4810000,4820000,0,,,,,
4820000,4830000,0,,,,,
4830000,4840000,0,,,,,
4840000,4850000,0,,,,,
4850000,4860000,0,,,,,
4860000,4870000,0,,,,,
4870000,4880000,0,,,,,
4880000,4890000,0,,,,,
4890000,4900000,0,,,,,
4900000,4910000,0,,,,,
